a,c,t,o,r,_,a,t,t,r,i,b,u,t,e,s,_,l,o,c,a,t,i,o,n
"Los Angeles, CA, USA",34.0522342,-118.2436849
"Colombo, Sri Lanka",6.9270786,79.861243
"Santa Clara, CA, USA",37.3541079,-121.9552356
"Linz, Austria",48.30694,14.28583
"Cluj-Napoca, Romania",46.777248,23.5998899
United Kingdom,55.378051,-3.435973
"Los Angeles, CA, USA",34.0522342,-118.2436849
"Saint Petersburg, Russia",59.9395237,30.3120206
"Hangzhou, Zhejiang, China",30.274085,120.15507
"Istanbul, Turkey",41.00527,28.97696
P,r,Ã,©,v,o,s,t
"Omaha, NE, USA",41.2523634,-95.99798829999999
Switzerland,46.818188,8.227511999999999
"San Francisco, CA, USA",37.7749295,-122.4194155
"Paris, France",48.856614,2.3522219
Germany,51.165691,10.451526
"Mountain View, CA, USA",37.3860517,-122.0838511
China,35.86166,104.195397
L,o,n,d,o,n
"Colombo, Sri Lanka",6.9270786,79.861243
"Wisconsin, USA",43.7844397,-88.7878678
South Korea,35.907757,127.766922
"Madrid, Spain",40.4167754,-3.7037902
"Toronto, ON, Canada",43.653226,-79.3831843
"Konstanz, Germany",47.6779496,9.173238399999999
"Gothenburg, Sweden",57.70887,11.97456
"85600 Montaigu, France",46.974347,-1.313777
U,S,A, ,N,o,r,t,h, ,E,a,s,t
"Budapest, Hungary",47.497912,19.040235
Germany,51.165691,10.451526
T,h,e, ,m,o,o,n

A, ,p,l,a,c,e, ,i,n, ,a, ,c,o,u,n,t,y, ,i,n, ,S,c,o,t,l,a,n,d,.
"San Francisco, CA, USA",37.7749295,-122.4194155
"Zurich, Switzerland",47.3686498,8.539182499999999
New Zealand,-40.900557,174.885971
"Joinville - Santa Catarina, Brazil",-26.3050883,-48.8460931
M,o,s,c,o,w
"Oxfordshire, UK",51.7612056,-1.2464674
"Omsk, Omsk Oblast, Russia",54.9887422,73.3692654
"Dunaharaszti, Hungary",47.3536817,19.0970722
"England, UK",52.3555177,-1.1743197
"Dalian, Liaoning, China",38.91400300000001,121.614682
South Korea,35.907757,127.766922
"Montreal, QC, Canada",45.5086699,-73.55399249999999
T,h,e, ,U,n,k,n,o,w,n
"Seattle, WA, USA",47.6062095,-122.3320708
United States,37.09024,-95.712891
"Paris, France",48.856614,2.3522219
Croatia,45.1,15.2
"Dnipropetrovs'k, Dnipropetrovsk Oblast, Ukraine",48.464717,35.046183
"Wisconsin, USA",43.7844397,-88.7878678
"Ljubljana, Slovenia",46.05645089999999,14.5080702
"Nashville, AR 71852, USA",33.9456692,-93.847129
"London, UK",51.51121389999999,-0.1198244
"Colombo, Sri Lanka",6.9270786,79.861243
A,m,s,t,e,r,d,a,m
B,r,a,n,d,Ã,½,s, ,n,a,d, ,L,a,b,e,m,",", ,C,z,e,c,h, ,R,e,p,u,b,l,i,c
B,r,i,s,b,a,n,e
"University of Massachusetts Lowell, 1 University Avenue, Lowell, MA 01854, USA",42.6438663,-71.3341899
Hong Kong,22.396428,114.109497
G,u,a,n,a,j,u,a,t,o,",", ,M,e,x,i,c,o
"Edmonton, AB, Canada",53.544389,-113.4909267
G,u,a,n,a,j,u,a,t,o,",", ,M,e,x,i,c,o
"Lyon, France",45.764043,4.835659
"Rotterdam, The Netherlands",51.92421599999999,4.481776
C,a,n,b,e,r,r,a
"Miami, FL, USA",25.7889689,-80.2264393
"Thun, Switzerland",46.74842839999999,7.626298500000001
"Innsbruck, Austria",47.2692124,11.4041024
"Dundee, Dundee City, UK",56.462018,-2.970721
"Toronto, ON, Canada",43.653226,-79.3831843

G,e,n,e,v,a
"Ottawa, ON, Canada",45.4215296,-75.69719309999999
"Szeged, Hungary",46.2530102,20.1414253
L,o,n,d,o,n
"Dalian, Liaoning, China",38.91400300000001,121.614682
"Krakow, Poland",50.06465009999999,19.9449799
"Palo Alto, CA, USA",37.4418834,-122.1430195

"Saratov, Saratov Oblast, Russia",51.5323,46.0159907
"Istanbul, Turkey",41.00527,28.97696
B,r,i,s,b,a,n,e,",", ,A,u,s,t,r,a,l,i,a
"Pennsylvania, USA",41.2033216,-77.1945247

"San Jose, CA, USA",37.3393857,-121.8949555
B,r,i,s,b,a,n,e,",", ,A,u,s,t,r,a,l,i,a
Croatia,45.1,15.2
"Marion, NC 28752, USA",35.6840131,-82.00927449999999
N,o,i,d,a,",", ,I,n,d,i,a
L,o,n,d,o,n
Sweden,60.12816100000001,18.643501
Portugal,39.39987199999999,-8.224454
B,r,a,s,i,l,i,a,",", ,B,r,a,z,i,l
Germany,51.165691,10.451526
"Gothenburg, Sweden",57.70887,11.97456
"Bucharest, Romania",44.4325,26.1038889
"London, UK",51.51121389999999,-0.1198244
"San Francisco, CA, USA",37.7749295,-122.4194155
"Barcelona, Spain",41.3850639,2.1734035
Z,u,r,i,c,h,",", ,S,w,i,t,z,e,r,l,a,n,d
"Tokyo, Japan",35.6894875,139.6917064
Australia,-25.274398,133.775136
"Dalian, Liaoning, China",38.91400300000001,121.614682
"Wiesbaden, Germany",50.0630804,8.2433437
"Louisiana, USA",31.2448234,-92.14502449999999
"Wisconsin, USA",43.7844397,-88.7878678
"Toronto, ON, Canada",43.653226,-79.3831843
"Austin, TX, USA",30.267153,-97.7430608
"Bonn, Germany",50.73743,7.0982068
S,t,., ,L,o,u,i,s,",", ,M,O,",", ,U,S,A
H,e,l,s,i,n,k,i,",", ,F,i,n,l,a,n,d
Ireland,53.41291,-8.24389
